Emotion ,Type,pcm_intensity_sma_amean,pcm_fftMag_mfcc_sma1_amean,pcm_fftMag_mfcc_sma2_amean,pcm_fftMag_mfcc_sma3_amean,pcm_fftMag_mfcc_sma4_amean,pcm_fftMag_mfcc_sma5_amean,pcm_fftMag_mfcc_sma6_amean,pcm_fftMag_mfcc_sma7_amean,pcm_fftMag_mfcc_sma8_amean,pcm_fftMag_mfcc_sma10_amean,pcm_fftMag_mfcc_sma11_amean,pcm_fftMag_mfcc_sma12_amean,lspFreq_sma0_amean,lspFreq_sma1_amean,lspFreq_sma2_amean,lspFreq_sma3_amean,lspFreq_sma4_amean,lspFreq_sma5_amean,lspFreq_sma6_amean,lspFreq_sma7_amean,pcm_zcr_sma_amean,voiceProb_sma_amean,F0_sma_amean,F0env_sma_amean
angry,3,1,0.400008,0.695234,0.395509,0.456986,0.390957,0.298444,0.57485,0.366697,0.537645,0.353364,0.550424,0.396663,0.486043,0.567594,0.61246,0.434006,0.210732,0.156894,0.714839,0.046935,0.691886,0.404948,0.458359
angry,3,1,0.510741,0.629746,0.313018,0.421337,0.423662,0.294553,0.504797,0.292324,0.581912,0.392243,0.55015,0.330437,0.417781,0.452664,0.604049,0.46832,0.28718,0.177311,0.684405,0.051086,0.810063,0.55914,0.672019
angry,3,0,0.462895,0.634811,0.386728,0.423699,0.378053,0.326047,0.572993,0.332321,0.491684,0.367476,0.539156,0.474943,0.483953,0.43053,0.556142,0.475307,0.291994,0.120911,0.680444,0.06392,0.731741,0.459598,0.622809
angry,3,1,0.526737,0.557914,0.282566,0.42654,0.391235,0.2761,0.592072,0.417488,0.494565,0.31721,0.569419,0.269948,0.423579,0.399763,0.576456,0.479692,0.308787,0.178862,0.6852,0.036267,0.808987,0.595018,0.675136
angry,3,1,0.450703,0.71444,0.432299,0.395021,0.347496,0.243901,0.417795,0.26213,0.590145,0.399929,0.521806,0.422449,0.491935,0.449943,0.599387,0.461427,0.257129,0.182986,0.717175,0.06229,0.709473,0.452922,0.654447
angry,3,1,0.516467,0.630237,0.293021,0.4219,0.489359,0.387882,0.535546,0.306449,0.394234,0.264383,0.497003,0.393348,0.430248,0.478976,0.584768,0.473555,0.261473,0.187257,0.681489,0.066661,0.791273,0.526274,0.673911
angry,3,0,0.394474,0.726693,0.427589,0.467278,0.406439,0.256185,0.559561,0.324152,0.462294,0.393458,0.568577,0.524106,0.504925,0.517858,0.615049,0.443238,0.201187,0.136768,0.699544,0.070535,0.64326,0.384104,0.562491
angry,3,0,0.470269,0.63758,0.328963,0.438629,0.434055,0.258586,0.550944,0.330677,0.490291,0.364846,0.546188,0.425968,0.459194,0.452859,0.595707,0.467787,0.298875,0.15594,0.679595,0.067085,0.718677,0.420764,0.654367
angry,3,0,0.462472,0.68228,0.378194,0.451295,0.410236,0.266138,0.529694,0.314069,0.511265,0.425336,0.606891,0.442387,0.474179,0.457951,0.604857,0.463467,0.279827,0.131917,0.699993,0.058058,0.760214,0.45791,0.664086
angry,3,1,0.48185,0.682597,0.386329,0.453907,0.408503,0.247591,0.512365,0.336018,0.472911,0.344183,0.530888,0.486708,0.460004,0.441123,0.601239,0.481249,0.285787,0.172779,0.698736,0.069753,0.752312,0.526925,0.716451
angry,3,0,0.416687,0.655849,0.384728,0.496135,0.437294,0.288552,0.495541,0.269468,0.426423,0.38648,0.573447,0.407786,0.48855,0.489,0.6047,0.435606,0.221719,0.131872,0.692439,0.058314,0.65063,0.346517,0.615136
angry,3,0,0.487647,0.648787,0.383958,0.465257,0.347593,0.245286,0.587278,0.371143,0.403681,0.350152,0.537211,0.455099,0.455469,0.422835,0.615975,0.454627,0.285183,0.190102,0.671579,0.062436,0.734264,0.449675,0.649401
angry,3,1,0.471028,0.652731,0.353949,0.446051,0.42248,0.294192,0.538945,0.339571,0.447424,0.360741,0.581777,0.440047,0.46037,0.455001,0.612314,0.470518,0.295854,0.164107,0.691536,0.062677,0.784445,0.532977,0.701857
angry,3,0,0.4762,0.617505,0.432169,0.465814,0.342698,0.268698,0.553912,0.307625,0.459851,0.374683,0.532353,0.472149,0.462319,0.410159,0.557514,0.494969,0.312214,0.173522,0.66477,0.065078,0.692972,0.490004,0.707443
angry,3,1,0.482241,0.725099,0.444643,0.382857,0.32501,0.265921,0.466194,0.250646,0.534532,0.319006,0.467804,0.387057,0.493938,0.449367,0.581609,0.468296,0.266821,0.145872,0.689369,0.059893,0.728195,0.51995,0.767254
angry,3,0,0.404927,0.774215,0.479112,0.433835,0.340479,0.226731,0.522508,0.280825,0.591506,0.385225,0.530999,0.486049,0.507367,0.481706,0.611214,0.453376,0.234933,0.136962,0.688271,0.070086,0.697183,0.454682,0.674571
angry,3,1,0.495133,0.635346,0.408783,0.44323,0.385409,0.311343,0.530341,0.269513,0.354021,0.312649,0.516937,0.46394,0.468311,0.41729,0.565867,0.48905,0.306401,0.135018,0.698694,0.059915,0.723638,0.50552,0.739861
angry,3,1,0.389356,0.689298,0.354434,0.451186,0.483709,0.322538,0.53175,0.326218,0.545252,0.385234,0.537941,0.423243,0.489899,0.55111,0.606393,0.443111,0.190261,0.137549,0.688432,0.060566,0.666966,0.430597,0.56823
angry,3,0,0.404541,0.735584,0.436686,0.441944,0.335135,0.159058,0.554228,0.372902,0.552992,0.430853,0.552272,0.40344,0.482536,0.492316,0.602827,0.431199,0.211602,0.119486,0.680202,0.045755,0.772799,0.516921,0.689066
angry,3,0,0.451287,0.575968,0.347448,0.423439,0.384014,0.297313,0.614697,0.402223,0.364675,0.380695,0.579531,0.401409,0.459007,0.426066,0.55098,0.465295,0.28036,0.120345,0.665139,0.058793,0.749222,0.47196,0.6321
angry,3,1,0.443144,0.610166,0.331964,0.427505,0.436164,0.306915,0.604334,0.386101,0.406703,0.337887,0.566828,0.433387,0.454737,0.430255,0.568866,0.455104,0.271577,0.155475,0.660549,0.06073,0.672018,0.41252,0.595698
angry,3,1,0.484497,0.66304,0.336937,0.35963,0.393187,0.359725,0.54295,0.301559,0.433141,0.326329,0.53763,0.435641,0.468533,0.464762,0.578929,0.469048,0.276711,0.172707,0.694604,0.056795,0.66623,0.407692,0.679318
angry,3,0,0.47357,0.610381,0.271589,0.470479,0.540333,0.327578,0.518952,0.300673,0.468477,0.320514,0.53634,0.456675,0.427475,0.472845,0.609948,0.472786,0.30024,0.171016,0.688693,0.069201,0.6379,0.363119,0.655919
angry,3,0,0.439081,0.724445,0.407418,0.388585,0.419086,0.320639,0.502063,0.257446,0.404983,0.301818,0.502783,0.474863,0.496789,0.461662,0.59083,0.456567,0.239011,0.126485,0.684877,0.065002,0.71332,0.491835,0.710979
angry,3,0,0.425969,0.675188,0.417188,0.419964,0.382244,0.268595,0.48494,0.232563,0.549128,0.417209,0.567113,0.390967,0.511712,0.437458,0.555438,0.456692,0.266448,0.10088,0.686346,0.057934,0.713542,0.451302,0.655729
angry,3,1,0.377369,0.717064,0.430382,0.479946,0.402011,0.222453,0.514975,0.333701,0.520649,0.412978,0.601436,0.537493,0.509314,0.50412,0.620668,0.44148,0.235669,0.129771,0.676412,0.070925,0.666625,0.372257,0.537625
angry,3,1,0.445597,0.698869,0.383101,0.389858,0.360814,0.242963,0.479593,0.285451,0.584953,0.39698,0.564296,0.434919,0.467579,0.470516,0.585843,0.465235,0.263956,0.158035,0.702166,0.052556,0.772185,0.468113,0.631071
angry,3,0,0.428509,0.717676,0.445647,0.437927,0.353676,0.2612,0.510755,0.312773,0.540437,0.399579,0.575483,0.514125,0.480597,0.461641,0.615452,0.464976,0.284136,0.176979,0.711202,0.06768,0.701254,0.474974,0.69942
angry,3,1,0.489605,0.642238,0.371234,0.492607,0.464637,0.276795,0.431744,0.226676,0.413314,0.342982,0.524423,0.46152,0.410632,0.453907,0.61764,0.481596,0.310553,0.188699,0.681816,0.062268,0.666454,0.482293,0.773954
angry,3,1,0.481099,0.642734,0.364013,0.454025,0.514373,0.405091,0.422673,0.151628,0.443125,0.351574,0.511789,0.444263,0.44031,0.447128,0.583055,0.478179,0.29544,0.173894,0.679938,0.063347,0.755029,0.48671,0.688162
angry,3,1,0.442628,0.723432,0.373854,0.371143,0.433934,0.356981,0.48211,0.24799,0.587909,0.384046,0.542854,0.331041,0.507304,0.500944,0.601128,0.455013,0.247675,0.157968,0.700714,0.052588,0.810065,0.488531,0.651684
angry,3,0,0.412081,0.621596,0.388058,0.469545,0.483168,0.37928,0.50226,0.223484,0.492987,0.414185,0.579352,0.521744,0.478932,0.456124,0.553008,0.497406,0.302529,0.162853,0.692576,0.078761,0.690207,0.387127,0.626723
angry,3,1,0.526095,0.701363,0.431149,0.386677,0.297605,0.196587,0.476408,0.321553,0.453698,0.300481,0.465411,0.375474,0.443965,0.422242,0.557125,0.489835,0.282581,0.185461,0.713663,0.050462,0.708491,0.491051,0.76498
angry,3,0,0.410156,0.75778,0.449466,0.412529,0.351845,0.263519,0.515481,0.226173,0.555266,0.366364,0.511544,0.381589,0.515383,0.501763,0.609696,0.426316,0.204188,0.10881,0.690024,0.052263,0.69703,0.380349,0.553294
angry,3,0,0.439219,0.666018,0.357606,0.510502,0.44022,0.205967,0.526069,0.306624,0.37282,0.363153,0.537256,0.485101,0.45788,0.499752,0.616291,0.460391,0.231435,0.162237,0.696401,0.062012,0.669376,0.451498,0.802661
angry,3,0,0.447076,0.691545,0.420015,0.467459,0.410639,0.251392,0.42857,0.246848,0.504414,0.347006,0.523585,0.386654,0.498655,0.442777,0.607648,0.453786,0.27663,0.123923,0.68774,0.048491,0.772785,0.490759,0.669476
angry,3,1,0.445803,0.683357,0.364086,0.417967,0.427497,0.351732,0.549972,0.260769,0.531746,0.339739,0.490893,0.456312,0.458713,0.474412,0.609807,0.456089,0.257275,0.159675,0.679066,0.065078,0.695677,0.533754,0.808131
angry,3,1,0.401824,0.754949,0.43016,0.418483,0.399489,0.273771,0.520882,0.288801,0.507134,0.394893,0.537205,0.480482,0.508545,0.535601,0.616189,0.444988,0.201616,0.158292,0.70891,0.059737,0.592629,0.371097,0.559527
angry,3,1,0.471566,0.674401,0.426362,0.428797,0.392273,0.303778,0.454786,0.266337,0.463094,0.309437,0.51378,0.324611,0.501884,0.436177,0.551922,0.486077,0.282138,0.120549,0.704449,0.046365,0.826564,0.576069,0.711406
angry,3,1,0.451307,0.625776,0.343924,0.464079,0.436143,0.283334,0.482887,0.31954,0.510216,0.338989,0.513802,0.440017,0.431782,0.463619,0.60792,0.451501,0.252696,0.178881,0.653917,0.060434,0.613884,0.441474,0.673124
angry,3,0,0.42771,0.698852,0.436837,0.438208,0.391565,0.302831,0.514968,0.310972,0.450465,0.357483,0.550786,0.503813,0.515308,0.455833,0.580882,0.470447,0.269945,0.139834,0.681236,0.07599,0.691425,0.423417,0.685154
angry,3,1,0.512675,0.547933,0.329459,0.451911,0.434671,0.308193,0.480306,0.303349,0.396021,0.310556,0.543715,0.371743,0.420065,0.430477,0.550311,0.505496,0.308343,0.192572,0.710584,0.061263,0.658025,0.511522,0.796797
angry,3,1,0.409026,0.677708,0.413202,0.484635,0.413256,0.276429,0.525777,0.302465,0.461689,0.329309,0.553792,0.452481,0.49221,0.501642,0.602522,0.453974,0.240648,0.154949,0.682356,0.069818,0.670979,0.475735,0.759552
angry,3,0,0.419063,0.746322,0.437733,0.430584,0.386263,0.310243,0.5262,0.261095,0.467026,0.345843,0.515895,0.432218,0.51199,0.50386,0.61347,0.42931,0.201328,0.103966,0.683983,0.056907,0.674595,0.394838,0.726115
angry,3,1,0.485241,0.706406,0.452796,0.347045,0.291337,0.265338,0.4637,0.250399,0.572421,0.414662,0.527871,0.337608,0.487873,0.428951,0.556176,0.480674,0.28394,0.173124,0.719992,0.045291,0.817793,0.576692,0.726003
angry,3,1,0.442322,0.632437,0.392335,0.451286,0.331169,0.20246,0.580339,0.373597,0.526537,0.406767,0.576814,0.37554,0.4553,0.416778,0.58192,0.455236,0.28926,0.157176,0.665546,0.04597,0.770637,0.581022,0.765565
angry,3,0,0.362941,0.70881,0.405393,0.46482,0.400795,0.207456,0.655016,0.390475,0.49134,0.397553,0.475924,0.543258,0.545631,0.55311,0.592089,0.484279,0.275035,0.158514,0.668906,0.180633,0.55226,0.324812,0.599665
angry,3,0,0.428892,0.712772,0.342308,0.470452,0.472887,0.257551,0.504078,0.290651,0.490676,0.39061,0.569114,0.492933,0.483826,0.523828,0.610954,0.457199,0.240825,0.130492,0.685552,0.072917,0.705642,0.56014,0.798047
angry,3,0,0.443324,0.703577,0.439279,0.491359,0.372872,0.206622,0.501453,0.257169,0.393788,0.344206,0.522449,0.505111,0.484477,0.494476,0.590528,0.486139,0.259147,0.147363,0.668314,0.07051,0.694959,0.474169,0.737437
angry,3,1,0.393003,0.713048,0.344108,0.41653,0.48442,0.286663,0.581526,0.38927,0.498616,0.343581,0.505307,0.51658,0.519442,0.53384,0.612263,0.462774,0.196803,0.100583,0.680593,0.071105,0.595634,0.357339,0.599458
angry,3,0,0.299066,0.78078,0.455091,0.531123,0.469814,0.187765,0.641434,0.411745,0.450387,0.468758,0.526296,0.641562,0.598496,0.588052,0.574735,0.477227,0.234532,0.144779,0.714502,0.201233,0.524083,0.298952,0.447966
angry,3,1,0.393043,0.718017,0.392412,0.460872,0.49488,0.212062,0.564971,0.268568,0.489341,0.44799,0.443241,0.46567,0.503126,0.495761,0.501662,0.404299,0.195123,0.135017,0.679005,0.060452,0.68461,0.413287,0.597215
angry,3,1,0.316098,0.860377,0.463556,0.49498,0.447277,0.164932,0.628081,0.382577,0.572246,0.438865,0.525945,0.562086,0.611236,0.548692,0.550492,0.394015,0.174543,0.041876,0.646657,0.080658,0.647737,0.340549,0.540999
angry,3,0,0.312481,0.828524,0.485779,0.501936,0.49699,0.304721,0.54832,0.254827,0.586107,0.392494,0.5244,0.58037,0.613134,0.574054,0.606845,0.448784,0.163861,0.027459,0.689247,0.076079,0.648921,0.378004,0.51607
angry,3,0,0.269866,0.531488,0.390152,0.620926,0.651382,0.295203,0.850735,0.74945,0.544868,0.551339,0.526449,0.546527,0.409967,0.546156,0.517944,0.477679,0.092261,0.254894,0.79324,0.084187,0.319774,0,0
angry,3,1,0.382157,0.720739,0.398003,0.512641,0.532293,0.25926,0.632354,0.436663,0.467671,0.373985,0.497437,0.495658,0.560228,0.570814,0.605056,0.497338,0.264243,0.182214,0.682158,0.179442,0.525996,0.276579,0.468979
angry,3,1,0.450739,0.633251,0.044865,0.236042,0.669803,0.401877,0.558372,0.531154,0.478682,0.565744,0.164997,0.150773,0.312618,0.566137,0.380345,0.244312,0.05931,0.118554,0.651046,0.024388,0.872225,0.340244,0.166444
angry,3,1,0.423939,0.746983,0.349632,0.400981,0.529593,0.289748,0.621719,0.350951,0.510653,0.363425,0.444357,0.455198,0.556196,0.564079,0.580463,0.475609,0.26123,0.166665,0.685494,0.172553,0.558579,0.382775,0.683085
angry,3,1,0.384611,0.751106,0.428988,0.489269,0.468574,0.160743,0.583384,0.361641,0.533154,0.332834,0.434108,0.460861,0.520385,0.519971,0.539823,0.404408,0.183095,0.102494,0.653377,0.063438,0.700809,0.414459,0.622423
angry,3,0,0.329057,0.852292,0.505158,0.470653,0.472028,0.311371,0.518474,0.235282,0.5557,0.388196,0.526731,0.586471,0.628168,0.591043,0.662803,0.47663,0.232317,0.158525,0.710899,0.075804,0.657001,0.351602,0.534799
angry,3,0,0.371678,0.787338,0.425064,0.426201,0.498229,0.34503,0.542072,0.274487,0.586516,0.388538,0.507303,0.420547,0.594274,0.582192,0.642289,0.460742,0.246525,0.167867,0.701355,0.055815,0.663077,0.375974,0.464146
angry,3,1,0.323008,0.744454,0.391622,0.428396,0.486436,0.206304,0.56774,0.375624,0.471603,0.33095,0.438527,0.568124,0.561536,0.496684,0.515366,0.378234,0.17205,0.109729,0.686427,0.077869,0.630048,0.369359,0.586317
angry,3,1,0.393567,0.722232,0.463827,0.480162,0.444121,0.139165,0.56581,0.375204,0.575514,0.387928,0.465878,0.452908,0.499749,0.481313,0.509151,0.38855,0.2105,0.102057,0.644602,0.052409,0.710882,0.39391,0.572109
angry,3,1,0.338859,0.75165,0.490201,0.512102,0.457366,0.184784,0.620538,0.396027,0.509762,0.376778,0.506773,0.536193,0.552292,0.535078,0.569533,0.444707,0.21883,0.203004,0.711075,0.065159,0.598987,0.341454,0.450901
angry,3,1,0.337874,0.796755,0.449275,0.4017,0.415114,0.203257,0.521786,0.130974,0.618579,0.373246,0.432697,0.469685,0.528354,0.515793,0.510879,0.387337,0.188735,0.116292,0.68465,0.058274,0.765766,0.513569,0.677627
angry,3,0,0.337953,0.820847,0.50471,0.473841,0.413014,0.162664,0.531622,0.217081,0.628023,0.373281,0.44888,0.497698,0.578554,0.521784,0.526024,0.404546,0.171273,0.065764,0.662497,0.061757,0.708224,0.410105,0.572217
angry,3,0,0.229373,0.841465,0.467574,0.516954,0.521257,0.247282,0.594718,0.388058,0.48434,0.400263,0.532488,0.744798,0.641298,0.556107,0.580676,0.421928,0.164146,0.059476,0.676727,0.112428,0.599086,0.313953,0.461631
angry,3,1,0.380835,0.656368,0.31177,0.424787,0.565295,0.341905,0.598664,0.303621,0.536996,0.300009,0.450338,0.34563,0.472703,0.494761,0.523982,0.387879,0.165114,0.084827,0.634906,0.05264,0.725968,0.432593,0.595451
angry,3,1,0.368531,0.725481,0.421683,0.482199,0.431786,0.136923,0.606475,0.340776,0.576368,0.369539,0.445218,0.408855,0.511159,0.50705,0.499156,0.387987,0.190772,0.134829,0.693712,0.047611,0.738391,0.444639,0.608578
angry,3,0,0.371748,0.729516,0.422461,0.458085,0.465935,0.193088,0.599985,0.357406,0.5005,0.349658,0.429386,0.472868,0.511489,0.517569,0.526104,0.392651,0.202532,0.132649,0.675447,0.063807,0.672884,0.409966,0.634585
angry,3,1,0.378112,0.613576,0.405646,0.55197,0.485348,0.130482,0.627141,0.415719,0.398051,0.347709,0.456587,0.468641,0.43783,0.468382,0.489889,0.38742,0.208373,0.146124,0.615649,0.064695,0.690629,0.420917,0.607188
angry,3,0,0.313026,0.679701,0.389131,0.431955,0.547532,0.264071,0.539368,0.374549,0.50555,0.361427,0.421218,0.546022,0.533349,0.481941,0.468155,0.37843,0.208664,0.111245,0.609129,0.073261,0.63787,0.415357,0.578412
angry,3,1,0.372143,0.806741,0.521318,0.45526,0.439558,0.181225,0.499445,0.277867,0.553376,0.399342,0.461622,0.43526,0.554611,0.490699,0.520708,0.376484,0.149662,0.02118,0.655743,0.045864,0.726658,0.4379,0.609268
angry,3,1,0.371302,0.660805,0.329109,0.464364,0.58996,0.295215,0.480708,0.380715,0.562492,0.385031,0.445231,0.416237,0.494912,0.504027,0.515139,0.401624,0.175937,0.130599,0.696731,0.061709,0.620227,0.39397,0.537308
angry,3,1,0.352015,0.695982,0.363325,0.40747,0.51532,0.246104,0.595938,0.373008,0.453337,0.375721,0.493064,0.51214,0.510954,0.50145,0.504758,0.396664,0.173355,0.104186,0.642901,0.069939,0.630638,0.361846,0.62273
angry,3,1,0.380256,0.742761,0.389615,0.433435,0.507669,0.194294,0.527522,0.313718,0.533579,0.377753,0.496182,0.485492,0.499379,0.505993,0.498489,0.405808,0.197248,0.111959,0.645497,0.069186,0.679349,0.40848,0.624888
angry,3,1,0.33538,0.636875,0.335395,0.38159,0.592188,0.335568,0.604567,0.309409,0.483874,0.341978,0.492123,0.401756,0.507806,0.473102,0.480567,0.381087,0.19995,0.161258,0.659825,0.063478,0.62288,0.342412,0.551444
angry,3,1,0.432981,0.746474,0.384224,0.431632,0.507944,0.295388,0.594087,0.350826,0.480174,0.308585,0.52824,0.490378,0.505261,0.525739,0.578017,0.455769,0.226077,0.171546,0.694886,0.071423,0.644006,0.360464,0.570826
angry,3,0,0.360639,0.74632,0.423577,0.480659,0.443744,0.208918,0.591718,0.386765,0.399055,0.355151,0.463433,0.449279,0.579354,0.519404,0.526285,0.371601,0.189888,0.092097,0.656964,0.061903,0.713656,0.454951,0.566795
angry,3,0,0.524465,0.60581,0.393901,0.716641,0.611384,0.487023,0.636732,0.593946,0.552333,0.413762,0.544372,0.432769,0.359396,0.68136,0.671832,0.527429,0.296008,0.678345,0.903672,0.043742,0.338207,0,0
angry,3,0,0.385409,0.792737,0.464214,0.411037,0.433401,0.289111,0.598068,0.2785,0.56184,0.378183,0.524143,0.580618,0.578141,0.549485,0.626524,0.486395,0.303909,0.147467,0.68664,0.183815,0.603604,0.348003,0.533016
angry,3,1,0.456979,0.648093,0.411278,0.383447,0.342981,0.325703,0.571939,0.30786,0.351972,0.312696,0.553951,0.336632,0.484096,0.454039,0.566509,0.472703,0.246855,0.148062,0.716853,0.036502,0.767915,0.549413,0.668377
angry,3,0,0.451878,0.598602,0.358638,0.437879,0.431578,0.301232,0.546367,0.334189,0.395323,0.372011,0.583505,0.408568,0.444164,0.433536,0.541695,0.474099,0.268474,0.170767,0.691586,0.063669,0.667408,0.450262,0.674733
angry,3,1,0.464458,0.577313,0.328531,0.422742,0.432122,0.320904,0.512771,0.301804,0.455348,0.365643,0.606354,0.437184,0.445851,0.446496,0.552884,0.480623,0.292424,0.170488,0.666696,0.056604,0.724294,0.450805,0.654245
angry,3,1,0.50354,0.521558,0.249692,0.470067,0.462018,0.295308,0.648515,0.432805,0.41244,0.351007,0.547915,0.36083,0.415802,0.430295,0.570341,0.482903,0.294364,0.166733,0.673051,0.061633,0.679809,0.418817,0.637533
angry,3,1,0.382942,0.718379,0.47293,0.412723,0.349482,0.324702,0.51249,0.252564,0.511974,0.371869,0.561958,0.433668,0.527666,0.487578,0.606222,0.429665,0.227316,0.112608,0.697196,0.050783,0.707616,0.45907,0.650366
angry,3,1,0.475206,0.596747,0.372864,0.436281,0.425198,0.316923,0.498252,0.339173,0.400617,0.373275,0.571177,0.454813,0.441299,0.420647,0.561539,0.476661,0.2985,0.219447,0.703322,0.067936,0.750647,0.522019,0.677142
angry,3,1,0.508693,0.680022,0.291949,0.32773,0.437841,0.36818,0.544884,0.266218,0.565351,0.404094,0.572026,0.416786,0.380982,0.483392,0.613833,0.495892,0.31893,0.250763,0.727221,0.061111,0.770765,0.544637,0.726634
angry,3,1,0.492972,0.57295,0.30806,0.464902,0.445142,0.299328,0.547604,0.374509,0.336071,0.289727,0.556685,0.43792,0.429135,0.419643,0.587004,0.487762,0.307187,0.183856,0.702815,0.061754,0.719181,0.561906,0.7332
angry,3,1,0.455511,0.635756,0.376908,0.402167,0.411663,0.341649,0.445341,0.176458,0.636338,0.445278,0.607976,0.375124,0.465688,0.43995,0.56575,0.476008,0.282261,0.119253,0.663157,0.058435,0.762025,0.45754,0.636094
angry,3,1,0.480846,0.677336,0.344088,0.393214,0.40284,0.28325,0.558394,0.287254,0.43353,0.372958,0.565479,0.417483,0.421082,0.486039,0.611782,0.463079,0.278154,0.197385,0.681723,0.054251,0.788301,0.551133,0.706134
angry,3,1,0.489413,0.623012,0.323433,0.360457,0.389479,0.340286,0.58779,0.354738,0.453153,0.347453,0.571152,0.454201,0.427932,0.42708,0.600354,0.479,0.310169,0.193812,0.693563,0.061374,0.70637,0.521813,0.720889
angry,3,0,0.416167,0.669897,0.447418,0.34262,0.367884,0.409712,0.566821,0.2988,0.451436,0.370335,0.531836,0.537887,0.503966,0.442128,0.563698,0.51171,0.285021,0.153595,0.694705,0.07617,0.710908,0.424534,0.643057
angry,3,1,0.488102,0.662703,0.387483,0.421995,0.395841,0.306897,0.515758,0.300642,0.434697,0.362119,0.549004,0.439609,0.422552,0.442561,0.584608,0.472758,0.282753,0.178397,0.670855,0.063954,0.7411,0.516982,0.697162
angry,3,1,0.489752,0.668412,0.323761,0.355163,0.405649,0.344914,0.606083,0.344065,0.454883,0.35431,0.542508,0.379685,0.433459,0.463074,0.591483,0.47598,0.283316,0.208228,0.717371,0.065006,0.658795,0.457921,0.720095
angry,3,0,0.452354,0.741671,0.4352,0.424335,0.422311,0.346807,0.596876,0.298474,0.476493,0.368001,0.542611,0.451566,0.53087,0.532446,0.631455,0.508765,0.311141,0.189726,0.703454,0.172553,0.623013,0.374955,0.601002
angry,3,0,0.749312,0.586766,0.149944,0.283913,0.584814,0.471376,0.556288,0.18247,0.59231,0.518266,0.596653,0.118938,0.109982,0.490501,0.614985,0.57884,0.335618,0.584309,0.842573,0.025691,0.756872,0.502339,0.244581
angry,3,0,0.395256,0.727751,0.420899,0.50706,0.473398,0.243552,0.60185,0.34278,0.450191,0.415137,0.537903,0.547646,0.539926,0.554194,0.625211,0.503423,0.2787,0.209229,0.693487,0.181012,0.57647,0.389094,0.603478
angry,3,0,0.486615,0.729798,0.314616,0.345881,0.46282,0.366384,0.553523,0.248597,0.425724,0.341194,0.552203,0.330779,0.445418,0.521732,0.618977,0.448995,0.222824,0.148158,0.694379,0.046065,0.753401,0.628571,0.805985
angry,3,1,0.448136,0.655465,0.332275,0.396593,0.470571,0.395927,0.537382,0.246403,0.397875,0.345415,0.537817,0.431656,0.458389,0.481776,0.607922,0.462411,0.22327,0.135802,0.669708,0.062232,0.685799,0.574471,0.839441
angry,3,1,0.536129,0.655278,0.312636,0.343608,0.452962,0.362422,0.460534,0.225122,0.430868,0.306961,0.503002,0.376593,0.43286,0.449797,0.558679,0.484779,0.281853,0.197181,0.690695,0.057803,0.687595,0.565794,0.784398
angry,3,0,0.476182,0.706637,0.356788,0.39139,0.485988,0.370865,0.483074,0.240866,0.445102,0.354489,0.548152,0.456915,0.45101,0.491256,0.616329,0.47866,0.271805,0.173435,0.702186,0.068075,0.755582,0.530271,0.776484
angry,3,0,0.419001,0.676706,0.480648,0.436911,0.367738,0.306362,0.443556,0.203636,0.341356,0.365384,0.554397,0.514009,0.508418,0.442439,0.551972,0.477084,0.277082,0.115518,0.693563,0.062181,0.695883,0.448827,0.734911
angry,3,0,0.424893,0.602715,0.39257,0.439896,0.444795,0.387392,0.518807,0.235569,0.494586,0.455615,0.577376,0.536019,0.481855,0.425015,0.521975,0.490933,0.304962,0.116686,0.672976,0.079075,0.684346,0.430266,0.654141
angry,3,1,0.478628,0.613638,0.337999,0.505626,0.476061,0.307337,0.49293,0.219486,0.46147,0.3736,0.540099,0.471204,0.440452,0.460518,0.601805,0.471627,0.276836,0.183586,0.68484,0.070545,0.655202,0.530528,0.853221
angry,3,1,0.502206,0.558891,0.255197,0.472594,0.561991,0.369146,0.443471,0.305093,0.37506,0.30548,0.54131,0.386759,0.394703,0.47068,0.576474,0.467676,0.253334,0.229049,0.683816,0.063843,0.653628,0.491727,0.766311
angry,3,0,0.459282,0.716846,0.404821,0.400811,0.387293,0.307496,0.513285,0.235302,0.434142,0.353829,0.503602,0.449681,0.481482,0.490721,0.604766,0.453215,0.256262,0.139371,0.680453,0.060745,0.713652,0.502608,0.7324
angry,3,0,0.460322,0.719988,0.42588,0.441641,0.426747,0.280515,0.438421,0.207127,0.411353,0.365072,0.529948,0.479581,0.492596,0.462494,0.597289,0.466847,0.275577,0.162921,0.6808,0.067856,0.76948,0.526696,0.730042
angry,3,1,0.451568,0.621768,0.326074,0.464631,0.467411,0.321785,0.573778,0.36492,0.345209,0.375571,0.582002,0.37928,0.447468,0.49635,0.618311,0.455256,0.222585,0.186436,0.691609,0.05685,0.559628,0.398274,0.761277
angry,3,0,0.480084,0.613691,0.391597,0.459211,0.391833,0.287666,0.501629,0.25625,0.362825,0.32569,0.51534,0.448268,0.450005,0.426329,0.556101,0.488338,0.296652,0.150621,0.670421,0.063503,0.657538,0.542914,0.765296
angry,3,1,0.435008,0.594509,0.38889,0.518678,0.476288,0.318396,0.474247,0.288318,0.436916,0.380312,0.572947,0.509095,0.472929,0.439298,0.546807,0.500378,0.313616,0.154982,0.663459,0.077569,0.633118,0.417547,0.775423
